,original_date,previous_date,wins_today,wins_last_game,away_win,away_loss,away_team_hits,away_team_errors,away_team_hr,away_team_sb,away_team_so,home_win,home_loss,home_team_hits,home_team_errors,home_team_hr,home_team_sb,home_team_so,away_team_runs,home_team_runs,gameday_link,isHome,score_diff,opponentAngels,opponentAstros,opponentAthletics,opponentBlue.Jays,opponentBraves,opponentBrewers,opponentCardinals,opponentCubs,opponentD.backs,opponentDodgers,opponentGiants,opponentIndians,opponentMariners,opponentMarlins,opponentMets,opponentNationals,opponentPadres,opponentPhillies,opponentPirates,opponentRangers,opponentRays,opponentRed.Sox,opponentReds,opponentRockies,opponentRoyals,opponentTides,opponentTigers,opponentTwins,opponentWhite.Sox,opponentYankees,Prev_opponentAngels,Prev_opponentAstros,Prev_opponentAthletics,Prev_opponentBlue.Jays,Prev_opponentBraves,Prev_opponentBrewers,Prev_opponentCardinals,Prev_opponentCubs,Prev_opponentD.backs,Prev_opponentDodgers,Prev_opponentGiants,Prev_opponentIndians,Prev_opponentMariners,Prev_opponentMarlins,Prev_opponentMets,Prev_opponentNationals,Prev_opponentPadres,Prev_opponentPhillies,Prev_opponentPirates,Prev_opponentRangers,Prev_opponentRays,Prev_opponentRed.Sox,Prev_opponentReds,Prev_opponentRockies,Prev_opponentRoyals,Prev_opponentTides,Prev_opponentTigers,Prev_opponentTwins,Prev_opponentWhite.Sox,Prev_opponentYankees
333,8/12/15,8/11/15,0,0,57,55,7,2,2,0,9,53,61,13,0,2,0,10,5,6,2015_08_11_balmlb_seamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,8/14/15,8/12/15,1,0,57,56,0,0,0,0,9,54,61,6,0,0,0,7,0,3,2015_08_12_balmlb_seamlb_1,-1,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,8/15/15,8/14/15,1,1,51,66,17,0,1,0,10,58,56,16,0,3,0,15,6,8,2015_08_14_oakmlb_balmlb_1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,8/16/15,8/15/15,1,1,51,67,7,0,2,1,6,59,56,6,0,3,0,8,3,4,2015_08_15_oakmlb_balmlb_1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,8/17/15,8/16/15,1,1,51,68,9,0,1,0,8,60,56,26,0,4,0,10,2,18,2015_08_16_oakmlb_balmlb_1,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,8/18/15,8/17/15,0,1,51,69,3,3,2,0,7,61,56,7,1,1,0,4,2,4,2015_08_17_oakmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,8/19/15,8/18/15,1,0,64,55,8,1,2,0,7,61,57,6,2,1,0,9,5,3,2015_08_18_nynmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,8/20/15,8/19/15,0,1,64,56,9,0,2,1,9,62,57,10,0,3,3,9,4,5,2015_08_19_nynmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,8/21/15,8/20/15,0,0,60,61,18,0,2,0,9,62,58,10,1,0,0,8,15,2,2015_08_20_minmlb_balmlb_1,1,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
342,8/22/15,8/21/15,0,0,61,61,11,0,0,0,8,62,59,5,0,1,0,9,4,3,2015_08_21_minmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
343,8/23/15,8/22/15,0,0,62,61,7,0,0,0,6,62,60,7,0,0,0,8,3,2,2015_08_22_minmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
344,8/24/15,8/23/15,0,0,63,61,7,1,1,0,10,62,61,13,3,0,0,16,4,3,2015_08_23_minmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,8/25/15,8/24/15,0,0,62,62,5,1,1,0,5,76,48,13,0,1,0,8,3,8,2015_08_24_balmlb_kcamlb_1,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346,8/26/15,8/25/15,1,0,62,63,7,0,0,1,3,77,48,6,1,1,0,9,2,3,2015_08_25_balmlb_kcamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347,8/27/15,8/26/15,0,1,63,63,13,0,5,1,6,77,49,11,0,1,0,11,8,5,2015_08_26_balmlb_kcamlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
348,8/28/15,8/27/15,0,0,63,64,6,0,1,0,1,78,49,12,1,1,0,14,3,5,2015_08_27_balmlb_kcamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
349,8/29/15,8/28/15,0,0,63,65,3,0,0,0,3,66,61,9,0,2,0,12,1,4,2015_08_28_balmlb_texmlb_1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,8/30/15,8/29/15,0,0,63,66,9,0,1,0,4,67,61,12,0,1,0,7,3,4,2015_08_29_balmlb_texmlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
351,8/31/15,8/30/15,0,0,63,67,3,1,0,0,6,68,61,11,0,0,2,11,0,6,2015_08_30_balmlb_texmlb_1,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,9/1/15,8/31/15,0,0,65,66,10,2,3,0,10,63,68,8,0,0,0,7,6,3,2015_08_31_tbamlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353,9/2/15,9/1/15,1,0,66,66,15,0,1,0,14,63,69,6,0,1,1,8,11,2,2015_09_01_tbamlb_balmlb_1,1,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
354,9/4/15,9/2/15,1,1,66,67,13,0,3,0,6,64,69,9,1,3,0,9,6,7,2015_09_02_tbamlb_balmlb_1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
355,9/5/15,9/4/15,0,1,65,69,13,2,4,0,8,76,58,8,1,0,1,5,10,2,2015_09_04_balmlb_tormlb_1,-1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,9/6/15,9/5/15,0,0,65,70,4,0,0,0,9,77,58,10,0,1,0,9,1,5,2015_09_05_balmlb_tormlb_1,-1,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,9/7/15,9/6/15,0,0,65,71,6,1,2,1,8,78,58,15,1,3,1,5,4,10,2015_09_06_balmlb_tormlb_1,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,9/8/15,9/7/15,1,0,65,72,8,1,2,0,8,77,59,12,0,3,0,11,6,8,2015_09_07_balmlb_nyamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359,9/9/15,9/8/15,1,1,66,72,9,1,2,0,7,77,60,6,0,1,0,11,2,1,2015_09_08_balmlb_nyamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
360,9/11/15,9/9/15,1,1,67,72,7,1,1,0,9,77,61,4,1,1,1,8,5,3,2015_09_09_balmlb_nyamlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,9/12/15,9/11/15,0,1,83,57,10,1,0,0,0,68,72,12,1,0,0,0,8,14,2015_09_11_kcamlb_balmlb_1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
362,9/13/15,9/12/15,1,0,84,57,14,1,2,0,10,68,73,11,2,2,0,5,14,6,2015_09_12_kcamlb_balmlb_1,1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
363,9/14/15,9/13/15,1,1,84,58,7,1,0,0,5,69,73,12,0,4,0,5,2,8,2015_09_13_kcamlb_balmlb_1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,9/15/15,9/14/15,1,1,68,75,3,1,0,0,13,70,73,9,0,0,0,10,0,2,2015_09_14_bosmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365,9/16/15,9/15/15,0,1,68,76,12,1,1,1,12,71,73,9,0,2,0,15,5,6,2015_09_15_bosmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,9/17/15,9/16/15,1,0,69,76,12,1,3,0,4,71,74,8,0,0,0,5,10,1,2015_09_16_bosmlb_balmlb_1,1,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
367,9/18/15,9/17/15,0,1,72,74,7,1,0,0,8,70,76,6,0,1,0,11,4,3,2015_09_17_balmlb_tbamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368,9/19/15,9/18/15,1,0,72,75,5,0,3,0,6,71,76,13,0,1,0,9,6,8,2015_09_18_balmlb_tbamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
369,9/20/15,9/19/15,0,1,73,75,10,0,0,0,9,71,77,6,0,0,0,5,2,1,2015_09_19_balmlb_tbamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
370,9/22/15,9/20/15,1,0,73,76,9,0,1,0,12,72,77,14,2,2,1,5,6,7,2015_09_20_balmlb_tbamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
371,9/23/15,9/22/15,1,1,74,76,6,3,0,0,10,78,72,3,1,0,0,12,4,1,2015_09_22_balmlb_wasmlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,9/24/15,9/23/15,1,1,75,76,8,0,2,0,9,78,73,6,0,0,1,13,4,3,2015_09_23_balmlb_wasmlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,9/25/15,9/24/15,0,1,76,76,7,0,2,0,7,78,74,10,0,1,0,2,5,4,2015_09_24_balmlb_wasmlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,9/26/15,9/25/15,0,0,76,77,2,0,0,0,10,73,80,9,1,0,0,10,0,7,2015_09_25_balmlb_bosmlb_1,-1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375,9/27/15,9/26/15,0,0,76,78,5,3,0,0,10,74,80,8,0,0,0,4,0,8,2015_09_26_balmlb_bosmlb_1,-1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
376,9/28/15,9/27/15,0,0,76,79,5,1,0,1,7,75,80,8,1,1,0,8,0,2,2015_09_27_balmlb_bosmlb_1,-1,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
377,9/30/15,9/28/15,0,0,91,65,10,0,1,0,5,76,80,4,0,1,0,4,4,3,2015_09_28_tormlb_balmlb_1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,10/1/15,9/30/15,1,1,92,66,5,0,1,0,5,77,81,11,0,4,0,11,1,8,2015_09_30_tormlb_balmlb_2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,10/3/15,10/1/15,1,1,92,67,9,0,0,0,5,78,81,8,0,2,2,10,4,6,2015_10_01_tormlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,10/4/15,10/3/15,1,1,87,74,6,1,0,1,9,80,81,7,0,2,1,8,3,4,2015_10_03_nyamlb_balmlb_2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,3/3/16,3/2/16,0,0,1,0,14,0,2,0,2,0,1,7,0,2,1,4,11,4,2016_03_02_atlmlb_balmlb_1,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,3/4/16,3/3/16,0,0,0,2,5,0,0,0,3,1,1,17,3,2,0,8,3,10,2016_03_03_balmlb_tbamlb_1,-1,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
385,3/5/16,3/4/16,0,0,0,3,9,1,1,0,8,3,0,7,0,3,2,5,3,4,2016_03_04_balmlb_tormlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,3/6/16,3/5/16,0,0,2,2,17,3,0,0,5,0,4,6,0,0,1,10,10,6,2016_03_05_tbamlb_balmlb_1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
388,3/7/16,3/6/16,0,0,0,6,10,0,0,2,8,3,2,14,2,0,1,13,7,8,2016_03_06_balmlb_bosmlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
389,3/8/16,3/7/16,0,0,4,1,7,0,0,1,5,0,7,6,0,0,0,8,3,0,2016_03_07_minmlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,3/9/16,3/8/16,0,0,4,3,12,0,1,0,8,0,8,12,0,0,0,4,5,1,2016_03_08_bosmlb_balmlb_1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,3/11/16,3/9/16,0,0,0,9,6,1,2,0,6,6,3,14,1,2,0,10,4,8,2016_03_09_balmlb_phimlb_1,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
392,3/12/16,3/11/16,1,0,0,10,3,0,0,0,8,3,6,11,2,0,1,10,1,7,2016_03_11_balmlb_nyamlb_1,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393,3/13/16,3/12/16,0,1,5,6,8,2,0,2,7,1,10,10,1,2,0,5,1,8,2016_03_12_minmlb_balmlb_1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
394,3/14/16,3/13/16,1,0,1,11,6,2,1,0,7,6,6,15,1,1,1,7,5,14,2016_03_13_balmlb_minmlb_1,-1,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
395,3/16/16,3/14/16,1,1,10,4,11,0,3,1,6,2,11,9,0,2,0,8,7,8,2016_03_14_phimlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,3/17/16,3/16/16,0,1,5,9,6,0,1,0,15,3,11,12,2,3,0,6,3,9,2016_03_16_pitmlb_balmlb_1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,3/18/16,3/17/16,1,1,8,7,7,0,0,1,9,4,11,9,0,1,0,7,1,4,2016_03_17_minmlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,3/23/16,3/18/16,0,1,5,12,14,0,1,0,3,6,9,5,1,0,0,7,11,2,2016_03_18_balmlb_nyamlb_1,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,3/24/16,3/23/16,1,0,5,14,10,0,1,0,2,7,13,9,0,3,1,8,5,6,2016_03_23_balmlb_pitmlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,3/25/16,3/24/16,1,1,7,14,13,0,1,2,4,6,14,11,0,3,0,6,5,6,2016_03_24_pitmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,3/26/16,3/25/16,1,1,9,12,15,3,1,0,8,7,14,9,1,5,1,7,10,11,2016_03_25_nyamlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,3/27/16,3/26/16,1,1,11,14,14,1,1,2,4,8,14,20,0,4,4,7,8,16,2016_03_26_bosmlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404,3/28/16,3/27/16,1,1,9,14,13,2,2,0,6,7,18,7,0,0,0,9,5,3,2016_03_27_balmlb_pitmlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
