,original_date,previous_date,wins_today,wins_last_game,away_win,away_loss,away_team_hits,away_team_errors,away_team_hr,away_team_sb,away_team_so,home_win,home_loss,home_team_hits,home_team_errors,home_team_hr,home_team_sb,home_team_so,away_team_runs,home_team_runs,gameday_link,isHome,score_diff,opponentAngels,opponentAstros,opponentAthletics,opponentBlue.Jays,opponentBraves,opponentBrewers,opponentCardinals,opponentCubs,opponentD.backs,opponentDodgers,opponentGiants,opponentIndians,opponentMariners,opponentMarlins,opponentMets,opponentNationals,opponentPadres,opponentPhillies,opponentPirates,opponentRangers,opponentRays,opponentRed.Sox,opponentReds,opponentRockies,opponentRoyals,opponentTides,opponentTigers,opponentTwins,opponentWhite.Sox,opponentYankees,Prev_opponentAngels,Prev_opponentAstros,Prev_opponentAthletics,Prev_opponentBlue.Jays,Prev_opponentBraves,Prev_opponentBrewers,Prev_opponentCardinals,Prev_opponentCubs,Prev_opponentD.backs,Prev_opponentDodgers,Prev_opponentGiants,Prev_opponentIndians,Prev_opponentMariners,Prev_opponentMarlins,Prev_opponentMets,Prev_opponentNationals,Prev_opponentPadres,Prev_opponentPhillies,Prev_opponentPirates,Prev_opponentRangers,Prev_opponentRays,Prev_opponentRed.Sox,Prev_opponentReds,Prev_opponentRockies,Prev_opponentRoyals,Prev_opponentTides,Prev_opponentTigers,Prev_opponentTwins,Prev_opponentWhite.Sox,Prev_opponentYankees
194,3/6/15,3/5/15,0,1,1,2,4,0,0,0,10,1,2,8,0,2,0,9,0,5,2015_03_05_tormlb_balmlb_1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,3/7/15,3/6/15,0,0,2,3,6,1,1,0,9,2,2,9,0,1,0,4,4,5,2015_03_06_balmlb_tormlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,3/8/15,3/7/15,0,0,1,2,10,1,2,1,9,2,4,6,0,1,0,9,7,6,2015_03_07_bosmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
197,3/9/15,3/8/15,0,0,2,5,7,0,0,0,7,2,2,4,1,0,1,9,1,2,2015_03_08_balmlb_minmlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,3/10/15,3/9/15,1,0,3,3,6,0,1,1,2,2,6,7,0,0,0,7,1,0,2015_03_09_phimlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199,3/11/15,3/10/15,0,1,5,3,6,0,1,1,8,3,6,9,0,1,1,9,1,3,2015_03_10_nyamlb_balmlb_1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,3/12/15,3/11/15,0,0,4,6,8,0,0,0,5,3,7,7,0,0,0,4,5,2,2015_03_11_tormlb_balmlb_1,1,-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,3/13/15,3/12/15,0,0,3,8,5,0,0,0,5,5,3,10,0,1,1,8,2,8,2015_03_12_balmlb_slnmlb_1,-1,-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,3/14/15,3/13/15,0,0,3,9,10,1,0,0,4,5,7,10,2,0,2,5,3,5,2015_03_13_balmlb_tormlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,3/15/15,3/14/15,0,0,4,6,9,1,1,2,7,3,10,4,0,1,1,7,3,2,2015_03_14_tbamlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,3/16/15,3/15/15,1,0,3,11,7,0,1,0,7,6,5,12,0,0,1,8,2,4,2015_03_15_balmlb_pitmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,3/17/15,3/16/15,0,1,4,11,21,0,5,0,11,8,6,8,1,0,0,8,16,4,2015_03_16_balmlb_phimlb_1,-1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,3/18/15,3/17/15,1,0,7,3,15,1,4,0,6,4,12,10,1,1,1,2,10,9,2015_03_17_minmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,3/19/15,3/18/15,1,1,5,12,8,0,1,0,5,7,4,8,1,0,0,5,3,2,2015_03_18_balmlb_minmlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,3/20/15,3/19/15,1,1,7,7,10,2,1,3,4,6,12,8,1,3,4,12,4,6,2015_03_19_pitmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
209,3/21/15,3/20/15,1,1,7,12,14,3,0,1,4,9,8,7,1,1,0,5,11,5,2015_03_20_balmlb_bosmlb_1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,3/22/15,3/21/15,0,1,8,12,8,0,2,1,8,7,8,10,1,0,0,7,5,3,2015_03_21_balmlb_minmlb_1,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,3/24/15,3/22/15,1,0,9,7,12,0,2,4,6,8,13,10,3,3,1,13,8,6,2015_03_22_slnmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,3/25/15,3/24/15,0,1,9,13,16,1,1,1,8,10,9,11,1,0,0,1,9,2,2015_03_24_balmlb_pitmlb_1,-1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
213,3/26/15,3/25/15,0,0,13,9,8,1,2,0,7,9,14,5,1,1,0,5,5,2,2015_03_25_tormlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,3/28/15,3/26/15,1,0,9,15,4,1,1,0,9,9,15,9,0,3,0,9,4,6,2015_03_26_balmlb_detmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,3/29/15,3/28/15,0,1,10,15,12,0,2,0,8,14,12,3,0,2,0,12,10,2,2015_03_28_balmlb_nyamlb_1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,3/31/15,3/29/15,0,1,11,15,12,1,1,0,4,15,12,10,1,1,0,9,4,2,2015_03_29_balmlb_tormlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,4/2/15,3/31/15,0,0,12,11,8,0,1,0,6,11,17,11,2,1,1,3,4,3,2015_03_31_tbamlb_balmlb_1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219,4/3/15,4/2/15,1,0,11,18,11,0,1,2,7,14,16,14,3,0,0,9,5,6,2015_04_02_balmlb_atlmlb_1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,4/4/15,4/3/15,0,1,14,17,5,0,0,0,8,12,18,7,1,1,1,11,2,3,2015_04_03_atlmlb_balmlb_1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,4/6/15,4/4/15,1,0,12,19,11,1,1,1,3,15,17,10,4,1,0,6,3,5,2015_04_04_balmlb_atlmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,4/7/15,4/6/15,1,1,1,0,8,0,3,0,8,0,1,8,1,1,0,11,6,2,2015_04_06_balmlb_tbamlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,4/8/15,4/7/15,0,1,2,0,6,0,1,0,11,0,2,5,0,2,2,5,6,5,2015_04_07_balmlb_tbamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
224,4/10/15,4/8/15,0,0,2,1,3,0,0,0,7,1,2,5,0,0,0,13,0,2,2015_04_08_balmlb_tbamlb_1,-1,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
225,4/11/15,4/10/15,1,0,3,1,16,1,0,0,2,2,2,13,1,2,0,6,12,5,2015_04_10_tormlb_balmlb_1,1,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,4/12/15,4/11/15,0,1,3,2,3,1,0,1,8,3,2,9,0,3,0,10,1,7,2015_04_11_tormlb_balmlb_1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,4/13/15,4/12/15,0,0,4,2,10,0,3,1,9,3,3,8,0,2,1,5,10,7,2015_04_12_tormlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,4/14/15,4/13/15,1,0,3,4,7,0,3,0,13,3,4,11,0,1,1,7,6,5,2015_04_13_nyamlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,4/15/15,4/14/15,1,1,3,5,6,2,0,0,9,4,4,7,1,1,0,10,3,4,2015_04_14_nyamlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,4/17/15,4/15/15,0,1,3,6,8,0,1,1,11,5,4,15,0,2,0,12,5,7,2015_04_15_nyamlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,4/18/15,4/17/15,1,0,5,5,5,0,1,1,5,7,3,4,1,1,0,8,2,3,2015_04_17_balmlb_bosmlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
232,4/19/15,4/18/15,1,1,6,5,13,1,1,0,10,7,4,7,0,0,1,8,4,1,2015_04_18_balmlb_bosmlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233,4/20/15,4/19/15,0,1,7,5,15,1,2,1,7,7,5,6,0,1,0,9,8,3,2015_04_19_balmlb_bosmlb_1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
234,4/21/15,4/20/15,0,0,7,6,4,3,0,1,3,8,5,5,0,0,1,7,1,7,2015_04_20_balmlb_bosmlb_1,-1,-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235,4/22/15,4/21/15,0,0,7,7,12,2,0,0,3,7,7,16,1,3,1,5,6,13,2015_04_21_balmlb_tormlb_1,-1,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,4/23/15,4/22/15,0,0,7,8,5,1,1,1,9,8,7,9,1,2,2,6,2,4,2015_04_22_balmlb_tormlb_1,-1,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,4/24/15,4/23/15,0,0,7,9,8,0,2,0,7,9,7,7,0,1,0,9,6,7,2015_04_23_balmlb_tormlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,4/25/15,4/24/15,1,0,10,7,11,1,0,0,0,7,10,10,2,0,0,0,7,5,2015_04_24_bosmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
239,4/26/15,4/25/15,1,1,10,8,8,0,2,0,4,8,10,11,1,2,1,7,4,5,2015_04_25_bosmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240,4/29/15,4/26/15,1,1,10,9,9,1,3,0,5,9,10,20,1,1,0,3,7,18,2015_04_26_bosmlb_balmlb_1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,5/1/15,4/29/15,0,1,8,10,4,1,0,0,7,10,10,11,1,2,0,9,2,8,2015_04_29_chamlb_balmlb_1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,5/2/15,5/1/15,1,0,13,10,4,0,0,0,13,10,11,4,1,0,0,9,2,0,2015_05_01_tbamlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243,5/3/15,5/2/15,1,1,13,11,4,0,0,0,6,11,11,7,0,1,0,7,0,4,2015_05_02_tbamlb_balmlb_1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
244,5/5/15,5/3/15,0,1,13,12,7,0,1,0,8,12,11,9,1,0,0,8,2,4,2015_05_03_tbamlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
245,5/6/15,5/5/15,0,0,12,12,7,0,2,0,5,17,10,7,0,0,0,10,2,3,2015_05_05_balmlb_nynmlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,5/7/15,5/6/15,0,0,12,13,9,0,0,2,7,18,10,7,0,2,0,12,1,5,2015_05_06_balmlb_nynmlb_1,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,5/8/15,5/7/15,0,0,12,14,6,0,2,0,6,18,11,11,0,1,0,6,3,4,2015_05_07_balmlb_nyamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,5/9/15,5/8/15,1,0,12,15,10,0,0,0,6,19,11,8,0,1,1,5,4,5,2015_05_08_balmlb_nyamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,5/10/15,5/9/15,0,1,13,15,9,2,3,0,10,19,12,8,0,0,0,9,6,2,2015_05_09_balmlb_nyamlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,5/11/15,5/10/15,1,0,13,16,8,0,1,0,5,20,12,8,0,2,1,18,2,6,2015_05_10_balmlb_nyamlb_1,-1,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,5/12/15,5/11/15,0,1,16,17,8,1,0,1,9,14,16,8,0,3,0,13,2,5,2015_05_11_tormlb_balmlb_1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,5/13/15,5/12/15,1,0,17,17,13,1,3,0,5,14,17,5,3,0,0,9,10,2,2015_05_12_tormlb_balmlb_1,1,-8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,5/15/15,5/13/15,0,1,17,18,4,1,0,0,2,15,17,9,0,1,0,7,1,6,2015_05_13_tormlb_balmlb_1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,5/16/15,5/15/15,0,0,18,17,7,1,1,0,6,15,18,5,1,1,0,7,3,1,2015_05_15_anamlb_balmlb_1,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,5/17/15,5/16/15,1,0,19,17,13,0,2,0,9,15,19,3,0,1,0,7,6,1,2015_05_16_anamlb_balmlb_1,1,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,5/19/15,5/17/15,1,1,19,18,6,0,0,0,7,16,19,7,0,0,0,9,0,3,2015_05_17_anamlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,5/20/15,5/19/15,0,1,17,21,6,1,2,0,6,17,19,13,0,1,2,9,4,9,2015_05_19_seamlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,5/21/15,5/20/15,1,0,18,21,12,0,1,0,6,17,20,10,0,0,0,6,4,2,2015_05_20_seamlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,5/22/15,5/21/15,1,1,18,22,10,1,0,1,10,18,20,6,1,1,1,12,4,5,2015_05_21_seamlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,5/23/15,5/22/15,0,1,19,20,11,1,0,0,6,16,27,14,1,1,4,6,8,5,2015_05_22_balmlb_miamlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,5/24/15,5/23/15,0,0,19,21,9,1,0,0,10,17,27,7,0,0,1,15,0,1,2015_05_23_balmlb_miamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,5/25/15,5/24/15,1,0,19,22,6,0,0,0,6,18,27,11,0,1,0,4,2,5,2015_05_24_balmlb_miamlb_1,-1,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
