dates,lda
3/31/14,"[2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 0.00370703116133065, 2.2602618304495e-05, 0.4202846436835, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 0.5463249147905, 2.2602618304495e-05, 2.2602618304495e-05, 0.02864368992276565, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05, 2.2602618304495e-05]"
4/2/14,"[6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 0.00636497753407, 0.1233680273547, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 0.040505726443650004, 6.236234939424999e-05, 0.101716581838, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 0.29503770075032, 0.13970431141707426, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 0.2506064646415, 6.236234939424999e-05, 6.236234939424999e-05, 0.04007699134637001, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05, 6.236234939424999e-05]"
4/3/14,"[2.62467191601e-05, 0.00463674432119, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 0.0186427935313, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 0.368706600481, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 0.367492589674, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 0.217153566772, 2.62467191601e-05, 2.62467191601e-05, 0.022212849576599997, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05, 2.62467191601e-05]"
4/4/14,"[2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 0.235182308673, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 0.642002985143, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 0.0335213072958, 0.0729721963325, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 0.015223641580900001, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05, 2.43902439024e-05]"
4/5/14,"[3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 0.259015396952, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 0.7392517510619999, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05, 3.61010830325e-05]"
4/6/14,"[2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 0.186004506864, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 0.7108482418359999, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 0.101808219961, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05, 2.8490028489999998e-05]"
4/7/14,"[2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 0.15687990433000001, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 0.6984787048700001, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 0.124510825001, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 0.0191956064492, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05, 2.0325203252e-05]"
4/8/14,"[1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 0.39948974855700004, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 0.599730397665, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05, 1.62469536962e-05]"
4/9/14,"[1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 0.193478084268, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 0.7851877177519999, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 0.020425985419599998, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05, 1.93236714976e-05]"
4/11/14,"[3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 0.00381736937518015, 0.366901554302, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 0.1026404031382, 0.395752347174, 3.6080321285149994e-05, 0.01381272366163515, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 0.052719741399950004, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 0.05322184679675, 3.6080321285149994e-05, 3.6080321285149994e-05, 0.00961864065813515, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05, 3.6080321285149994e-05]"
4/12/14,"[2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 0.39685235264200003, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 0.20634060553199998, 0.006088159850720001, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 0.354933890006, 2.57731958763e-05, 2.57731958763e-05, 0.0346251981548, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05, 2.57731958763e-05]"
4/13/14,"[2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 0.623083745449, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 0.26191180301600003, 2.55427841635e-05, 2.55427841635e-05, 0.11380394068, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05, 2.55427841635e-05]"
4/14/14,"[3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 0.859998135367, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 0.13854511197799999, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05]"
4/16/14,"[4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 0.6674623412275, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 0.017763459762818498, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 0.20843032019420002, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 0.05554709970653846, 4.255698005695e-05, 0.005938162671418499, 0.0429861093152, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05, 4.255698005695e-05]"
4/18/14,"[6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 0.1972946840310025, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 0.00678835955913, 0.0153561570668025, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 0.0036884836043225007, 0.24602998742300247, 0.32909483711193005, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 0.166225624934695, 6.624348593249999e-05, 6.624348593249999e-05, 0.0327396398603525, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05, 6.624348593249999e-05]"
4/19/14,"[3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 0.347697785522, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 0.5670217982769999, 3.28407224959e-05, 3.28407224959e-05, 0.0837369022435, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05, 3.28407224959e-05]"
4/20/14,"[1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 0.1996880384, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 0.629783132928, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 0.169799581193, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05, 1.55159038014e-05]"
4/21/14,"[1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 0.108719357674, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 0.0211370701162, 0.102868002325, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 0.136843943575, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 0.603066413444, 1.7652250662000003e-05, 1.7652250662000003e-05, 0.0265885138367, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05, 1.7652250662000003e-05]"
4/22/14,"[4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 0.509023334602, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 0.21148995528499998, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 0.0770844080354, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 0.0937413576731, 4.73933649289e-05, 4.73933649289e-05, 0.106528242982, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05, 4.73933649289e-05]"
4/23/14,"[2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 0.569602703772, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 0.299013959386, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 0.130289041148, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05, 2.3282887078000003e-05]"
4/24/14,"[2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 0.504604349149, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 0.36559014789399996, 0.0502324632096, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 0.0784386377746, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05, 2.46609124538e-05]"
4/25/14,"[5.39083557952e-05, 0.04997186577669999, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 0.220471605698, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 0.18353707273699998, 0.12103060354800001, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 0.31728358635000004, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 0.0532980450646, 5.39083557952e-05, 5.39083557952e-05, 0.052089161527, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05, 5.39083557952e-05]"
4/26/14,"[6.23052959502e-05, 0.0864283383231, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 0.7817697049879999, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 0.0252117997906, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 0.10372411328400001, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05, 6.23052959502e-05]"
4/27/14,"[3.45423143351e-05, 0.0801909373866, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 0.5662254608649999, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 0.05288944731549999, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 0.0401963272696, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 0.125480535662, 3.45423143351e-05, 3.45423143351e-05, 0.13349742967, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05, 3.45423143351e-05]"
